121,2199,203
218,2189,165
256,2179,228
119,1630,78
183,2346,249
190,1746,248
191,2470,195
170,1866,227
166,2157,177
202,2141,263
156,2480,242
195,1563,215
170,2390,238
165,2364,183
183,1936,191
157,1607,213
183,1852,255
159,2062,230
126,1945,194
196,2376,196
178,2155,186
230,2171,234
288,1712,203
185,1933,281
113,1581,228
118,2211,179
252,1943,232
100,2213,
145,2389,254
189,1903,215
